audio,text,Pilot Reply,Message Label
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_200.wav,iberia six seven one zero turn right heading two two zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_100.wav,scandinavian six one seven descend to flight level two nine zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_038.wav,sabena eight three zero contact rhein radar one two seven decimal three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_125.wav,alitalia one five zero turn right one five degrees report new heading ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_061.wav,sabena eight three six is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_060.wav,~k ~l ~m three four six contact rhein radar one two seven decimal three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_201.wav,sabena eight zero six identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_191.wav,alitalia one three five contact zurich one three four decimal six ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_213.wav,algerie two zero seven three contact zurich one three four decimal six ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_005.wav,thank you ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_070.wav,lufthansa three five five zero proceed to trasa ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_196.wav,i'll call you back when you're stable ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_075.wav,alitalia one five zero good afternoon identified report your heading ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_186.wav,scandinavian six eight seven report your mach number ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_181.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_045.wav,golf bravo victor juliett india is identified guten tag ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_021.wav,lufthansa three six zero four is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_176.wav,tun= ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_008.wav,okay thank you ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_013.wav,tarom three seven two proceed direct to tango ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_049.wav,golf bravo victor juliett india turn right heading one five zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_157.wav,delta november alfa fly now heading one nine zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_064.wav,hotel tango romeo proceed now to november tango mike ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_182.wav,lufthansa three five zero eight is identified climb to flight level two five zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_159.wav,gulf air zero zero five contact rhein radar one two seven decimal three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_111.wav,nato one zero is identified proceed to november oscar romeo sierra ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_110.wav,merair six nine five two proceed now own navigation to trasadingen ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_084.wav,adria one six two seven is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_206.wav,thank you break scandinavian six eight seven fly heading one nine zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_001.wav,sobelair two five two one contact rhein one three two decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_053.wav,alitalia six four seven four contact rhein radar one two seven decimal three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_114.wav,swissair nine three five nine is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_051.wav,negative lufthansa three five six six zurich radar one three four decimal six ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_023.wav,~k ~l ~m three four six is identified report your heading please ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_093.wav,bee med one contact rhein radar one three two decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_030.wav,britannia three two seven alfa is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_010.wav,swissair eight zero six is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_073.wav,thank you hotel tango romeo climb now to flight level four five zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_117.wav,alitalia one five zero proceed to gotil golf oscar tango india lima ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_118.wav,cross air eight five eight contact rhein one two seven decimal three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_089.wav,lufthansa four two zero nine contact rhein radar one three two decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_026.wav,ah ~k ~l ~m three four six i just realized this is not sufficient turn left heading three four five please ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_098.wav,cross air ah disregard ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_137.wav,lufthansa five two one seven turn left to dinkelsbuhl delta kilo bravo ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_203.wav,lufthansa three five zero eight climb to flight level two nine zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_018.wav,air berlin five two five five contact rhein radar one two seven decimal three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_212.wav,alitalia three six nine likewise zurich one three four decimal six ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_037.wav,speedbird one two nine is identified ,"Acknowledged, proceeding as planned.",Speed Adjustment
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_207.wav,aero lloyd five six two climb to flight level three one zero non standard ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_140.wav,merair six nine five two contact zurich one three four decimal six good bye ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_020.wav,alitalia six four seven four good afternoon identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_211.wav,sunwing five two one two contact zurich one three four decimal six ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_185.wav,lufthansa four five eight two is identified climb to flight level two seven zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_043.wav,alitalia six four seven four proceed now to fox fox mike ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_194.wav,lufthansa three five zero eight climb to flight level two seven zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_012.wav,airals one zero eight eight contact rhein radar one two seven decimal three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_215.wav,delta november alfa proceed to trasadingen <OT> thank you very much that's it </OT> ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_068.wav,lufthansa four seven zero zero contact zurich one three four decimal six ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_042.wav,lufthansa five two three six proceed now direct to november tango mike ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_162.wav,scandinavian six eight seven is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_003.wav,tarom three seven two is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_112.wav,britannia three zero six alfa is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_204.wav,lufthansa four two one nine contact rhein radar one three two decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_090.wav,sabena eight three six contact rhein radar one two seven decimal three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_056.wav,hotel bravo india tango romeo is identified schonen tag ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_002.wav,bye bye ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_096.wav,ah confirm that tarom three seven four called ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_071.wav,hotel tango romeo turn right ten degrees report new heading ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_178.wav,sunwing five two one four proceed direct to hotel oscar charlie afterwards st prex flight planned route ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_177.wav,tunair four eight zero two contact rhein one two seven decimal three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_190.wav,lufthansa triple three zero climb to flight level two seven zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_149.wav,egyptair eight eight four likewise rhein radar one three two decimal four ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_107.wav,sabena three zero two are you on frequency ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_116.wav,alitalia one five zero turn left to november tango mike ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_028.wav,tarom three seven two contact rhein radar one three two decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_104.wav,adria one six two seven contact rhein radar one three two decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_175.wav,affirm ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_197.wav,delta echo charlie contact rhein one three two decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_147.wav,delta november alfa fly now heading one eight zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_083.wav,cross air eight five eight is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_014.wav,swissair nine three six zero is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_025.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_095.wav,tarom three seven four is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_163.wav,aero lloyd five six two proceed to trasadingen climb to flight level two f= five zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_160.wav,delta india bravo echo charlie turn left delta kilo bravo ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_004.wav,hapag lloyd one one two is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_066.wav,lufthansa four two zero nine is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_054.wav,~k ~l ~m three four six turn left to november tango mike ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_180.wav,lufthansa four two one nine descend to flight level two nine zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_031.wav,alitalia six four seven four proceed direct to frankfurt fox fox mike ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_101.wav,merair six nine five two climb now to flight level two nine zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_127.wav,alitalia one three five is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_138.wav,sunwing five two one four is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_079.wav,delta india mike mike echo is identified climb to flight level two five zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_115.wav,malaysian four is in radar contact ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_144.wav,delta india bravo echo charlie is identified good day ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_032.wav,swissair nine three six zero contact rhein radar one two seven decimal three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_187.wav,scandinavian six eight seven increase your speed to decimal seven eight or more ,"Acknowledged, proceeding as planned.",Speed Adjustment
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_151.wav,alitalia three six nine descend to flight level two nine zero ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_205.wav,alitalia four six nine report your heading ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_087.wav,delta mike echo fly heading one seven zero climb flight level two seven zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_059.wav,lufthansa five two three six contact rhein radar one two seven decimal three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_131.wav,delta mike echo proceed to trasadingen ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_047.wav,saudia one zero six is in radar contact good afternoon ,"Roger, maintaining current altitude and heading.",Radar Contact
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_029.wav,swissair eight zero six contact rhein radar one two seven decimal three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_166.wav,alitalia four six nine can you reduce your speed to decimal seven eight or less ,"Acknowledged, proceeding as planned.",Speed Adjustment
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_058.wav,[EMPTY] ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_183.wav,call you back break delta echo charlie descend to flight level three seven zero expedite descent ,"Acknowledged, proceeding as planned.",Descend Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_170.wav,alitalia three six nine increase to decimal seven zero or more ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_141.wav,nato one zero contact rhein radar one two seven decimal three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_024.wav,roger ~k ~l ~m three four six maintain that heading three five five ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_094.wav,ah london airtours one rhein radar one three two decimal four ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_126.wav,thank you ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_132.wav,tunair four eight zero two is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_122.wav,gulf air zero zero five is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_120.wav,merair six nine four four is identified proceed to tango romeo alfa climb to flight level two nine zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_165.wav,alitalia four six nine is identified report your mach number ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_009.wav,hapag lloyd one one two proceed direct to frankfurt ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_193.wav,thank you ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_086.wav,delta india mike mike echo report your heading ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_158.wav,algerie two zero seven three continue climb to flight level two nine zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_041.wav,lufthansa five two three six is identified proceed direct to november ah disregard maintain that heading ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_044.wav,britannia three two seven alfa contact rhein radar one three two decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_039.wav,hapag lloyd one one two likewise rhein radar one two seven decimal three seven ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_072.wav,affirm ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_011.wav,swissair eight zero six to enable an earlier climb turn right ten degrees ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_069.wav,saudia one zero six contact rhein radar one three two decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_048.wav,golf juliett india report your heading ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_167.wav,roger decrease to decimal seven eight or less ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_171.wav,algerie two zero seven three report your mach number ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_017.wav,lufthansa four four zero eight contact zurich one three four decimal six ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_133.wav,malaysian four contact rhein radar one two seven decimal three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_081.wav,lufthansa four two zero nine turn left to dinkelsbuhl delta kilo bravo ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_046.wav,lufthansa four two zero seven turn left to delta kilo bravo ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_108.wav,roger sabena three zero two proceed to gotil ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_007.wav,a wind reading an indication on the wind at your flight level ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_015.wav,swissair eight zero six climb to flight level three five zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_153.wav,alitalia two nine one via zurich one three four decimal six ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_179.wav,hotel oscar charlie hochwald afterwards sierra papa romeo [HNOISE] and then flight planned route ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_057.wav,lufthansa four two zero seven descend now to flight level three three zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_063.wav,lufthansa four two zero seven contact rhein one three two decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_142.wav,swissair nine three five nine contact rhein radar one three two decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_152.wav,scandinavian six one seven contact zurich one three four decimal six ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_080.wav,hotel bravo india tango romeo proceed now own navigation to november tango mike ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_135.wav,lufthansa five five zero four contact zurich one three four decimal six ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_150.wav,britannia three zero six alfa contact rhein radar one three two decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_019.wav,sabena eight three zero is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_055.wav,speedbird one two nine contact rhein one three two decimal four ,"Switching to the mentioned frequency, thank you.",Speed Adjustment
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_016.wav,lufthansa three five six six is identified climb to flight level two nine zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_092.wav,merair six nine five two is identified turn right heading one eight five climb flight level two seven two five zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_184.wav,scandinavian six eight seven turn right one five degrees ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_192.wav,alitalia three six nine can you increase your speed to decimal seven five or more ,"Acknowledged, proceeding as planned.",Speed Adjustment
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_062.wav,lufthansa three five five zero is identified climb flight level two seven zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_143.wav,yeah ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_168.wav,alitalia three six nine ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_091.wav,golf juliett india contact zurich one three three decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_130.wav,alitalia two nine one turn right to tango romeo alfa ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_155.wav,alitalia three six nine turn right to trasa ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_198.wav,sunwing five two one two proceed now direct to hotel oscar charlie afterwards st prex flight planned route ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_067.wav,bee med one is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_097.wav,roger ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_172.wav,algerie two zero seven three reduce your speed to decimal seven zero or less ,"Acknowledged, proceeding as planned.",Speed Adjustment
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_077.wav,roger alitalia one five zero turn left heading three four five ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_188.wav,alitalia four six nine reduce to decimal seven seven or less ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_103.wav,alitalia two nine one is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_109.wav,affirm sabena three zero two contact rhein one two seven decimal three seven ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_036.wav,alitalia six four seven four turn right heading three six zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_139.wav,alitalia three six nine is identified ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_214.wav,iberia six seven one zero turn further right heading two four zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_102.wav,delta mike echo fly heading one eight zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_202.wav,sunwing five two one four contact zurich one three three decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_088.wav,lufthansa four two zero nine contact rhein one three two decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_022.wav,and lufthansa three six zero four continue climb to flight level two nine zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_119.wav,tarom three seven four contact rhein radar one three two decimal four ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_035.wav,[HNOISE] alitalia six four seven four report your heading ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_129.wav,delta november alfa affirm and fly heading one seven zero ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_195.wav,lufthansa triple three zero report your mach number ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_099.wav,scandinavian six one seven rhein ,"Acknowledged, proceeding as planned.",General Information
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_145.wav,air algerie two zero seven three is identified proceed to tango romeo alfa climb to flight level two five zero ,Climbing to requested flight level.,Climb Instruction
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_106.wav,lufthansa three five five zero contact zurich one three four decimal six ,"Switching to the mentioned frequency, thank you.",Frequency Change
/content/99/55/WAVdata/sm2/sm2_04/sm2_04_113.wav,delta mike echo fly heading one nine zero ,"Acknowledged, proceeding as planned.",General Information
